,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
172,ENSG00000260212,11.0105127675884,-1.27533958660945,0.515196264786529,-3.89176896711097,9.95159855057075e-05,0.0190497393558806
173,ENSG00000260249,4.0555029513611,-1.58535508678209,0.529567801343723,-3.50264668010275,0.00046066006940402,0.0397680611876187
174,ENSG00000260626,38.1559131828828,-1.57663791629858,0.529324654175211,-3.47725801549952,0.000506570083476781,0.0416878772902317
175,ENSG00000260742,25.450846668785,-2.05620623992325,0.525839874116122,-4.51351009739556,6.37634123506269e-06,0.00598435258117538
176,ENSG00000260918,10.7645555694453,-1.21698167416987,0.515098217116403,-3.44626298716835,0.000568396916685797,0.0433334982673315
177,ENSG00000261121,13.8928853624069,-1.49373565002349,0.527758020134779,-3.57922716275698,0.000344611821540748,0.0350806866425093
178,ENSG00000261205,21.6493966674722,-1.52355532352858,0.529485538835052,-3.49654877940202,0.000471318314516021,0.0400984871349838
179,ENSG00000261315,60.3246139032905,-1.25269255122214,0.513402726479264,-4.15479851785465,3.25574305227193e-05,0.0114673781787122
180,ENSG00000261821,17.085075883521,-1.28442494043944,0.516208547421005,-3.80841558402378,0.000139860075695259,0.0223765364238443
181,ENSG00000261822,11.7517116573887,-1.66759749113971,0.527732020664013,-4.26046020456994,2.04006405556401e-05,0.00896773146240498
182,ENSG00000261924,22.6188701194434,-1.80222148270892,0.529464755808476,-4.5678705163756,4.9270422870156e-06,0.0053799929121013
183,ENSG00000261997,53.4923872328803,-1.89788067243869,0.519521810808862,-4.0274215309591,5.63918785693156e-05,0.015047232931579
184,ENSG00000264352,6.18886222237518,-1.00789807393256,0.493934561055959,-3.421855910827,0.000621952644120873,0.0467412397947268
185,ENSG00000264964,18.8160403310497,-1.45264510886145,0.528490687957139,-3.38392615167491,0.000714572200469511,0.0489662685699166
186,ENSG00000265739,8.04845219610442,-1.13494748650243,0.505841667839122,-3.45464868006576,0.00055101031003996,0.0430930838219243
187,ENSG00000266200,6.63394883453223,-1.47243802137946,0.526936295107765,-3.40078030372382,0.000671938069787403,0.0482863759841802
188,ENSG00000266908,22.0501215532759,-1.54566616139601,0.523429675827298,-4.65970787478413,3.16658462138474e-06,0.00446941037847551
189,ENSG00000267559,41.1217082895202,-1.97448334912291,0.527801474848404,-4.50029475588437,6.78592989242116e-06,0.00598435258117538
190,ENSG00000267672,42.6760887781975,-1.70398352264589,0.529126668436363,-4.33741886843905,1.44165723043076e-05,0.00781223438707174
191,ENSG00000267779,19.2683079288575,-1.56771267755785,0.529377791304393,-3.69640782491107,0.000218671601299564,0.0287389967946763
192,ENSG00000269667,8.57675427825263,-1.51832636879156,0.527893245817977,-3.53817119173498,0.000402908744217454,0.038534905879
193,ENSG00000273382,18.656994922776,-1.64597758757145,0.497629628062192,-3.41390682174521,0.000640384728714166,0.047320278158332
194,ENSG00000273706,8.80659932007426,-1.14832943044806,0.504581919808138,-3.92098407272683,8.81880922642537e-05,0.0172582591581303
